TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4408;5147;05;A;   2;220227; 7;s;09;  606;s;  637;-;   48;s;   38;-;  552;s;  494;s;   57;s;    1;s;    6;s;    2;s;    9;s;   37;s;   37;s;    0;s;  586;-;  532;-;   54;-;    0;-;   13;-;    2;-;    5;-;   31;-;   30;-;    0;-
4408;5147;05;A;   2;220227; 7;s;10; 1027;s; 1026;-;   28;s;   28;-;  989;s;  910;s;   77;s;    2;s;   10;s;    2;s;    7;s;   19;s;   17;s;    0;s;  988;-;  908;-;   78;-;    2;-;   10;-;    1;-;    3;-;   24;-;   21;-;    0;-
4408;5147;05;A;   2;220227; 7;s;11; 1492;s; 1523;-;   26;s;   27;-; 1444;s; 1335;s;  105;s;    4;s;   22;s;    5;s;    5;s;   16;s;   16;s;    0;s; 1477;-; 1383;-;   90;-;    4;-;   19;-;    2;-;    5;-;   20;-;   19;-;    0;-
4408;5147;05;A;   2;220227; 7;s;12; 1734;s; 1959;-;   42;s;   52;-; 1675;s; 1550;s;  121;s;    4;s;   17;s;    2;s;   12;s;   28;s;   28;s;    0;s; 1887;-; 1733;-;  141;-;   13;-;   20;-;    0;-;   20;-;   32;-;   31;-;    0;-
4408;5147;05;A;   2;220227; 7;s;13; 1992;s; 2233;-;   46;s;   30;-; 1925;s; 1801;s;  117;s;    7;s;   21;s;    1;s;   17;s;   28;s;   25;s;    0;s; 2177;-; 2040;-;  124;-;   13;-;   26;-;    0;-;   10;-;   20;-;   19;-;    0;-
4408;5147;05;A;   2;220227; 7;s;14; 2193;s; 2341;s;   37;s;   44;s; 2134;s; 1981;s;  153;s;    0;s;   22;s;    4;s;   16;s;   17;s;   17;s;    0;s; 2275;s; 2109;s;  163;s;    3;s;   22;s;    0;s;   12;s;   32;s;   30;s;    0;s
4408;5147;05;A;   2;220227; 7;s;15; 2267;s; 2622;-;   43;s;   38;-; 2208;s; 2071;s;  131;s;    6;s;   16;s;    2;s;   13;s;   28;s;   28;s;    0;s; 2556;-; 2371;-;  161;-;   24;-;   28;-;    1;-;   14;-;   23;-;   18;-;    0;-
4408;5147;05;A;   2;220227; 7;s;16; 2044;s; 2543;-;   44;s;   35;-; 1976;s; 1837;s;  131;s;    8;s;   24;s;    4;s;   12;s;   28;s;   25;s;    0;s; 2483;-; 2261;-;  200;-;   22;-;   25;-;    0;-;   10;-;   25;-;   24;-;    0;-
4408;5147;05;A;   2;220227; 7;s;17; 2110;s; 2396;-;   43;s;   35;-; 2042;s; 1927;s;  106;s;    9;s;   25;s;    0;s;   11;s;   32;s;   32;s;    0;s; 2337;-; 2168;-;  153;-;   16;-;   24;-;    0;-;   14;-;   21;-;   18;-;    0;-
4408;5147;05;A;   2;220227; 7;s;18; 2137;s; 2514;-;   43;s;   41;-; 2080;s; 1927;s;  142;s;   11;s;   14;s;    7;s;    8;s;   28;s;   21;s;    0;s; 2458;-; 2280;-;  162;-;   16;-;   15;-;    0;-;   19;-;   22;-;   21;-;    0;-
4408;5147;05;A;   2;220227; 7;s;19; 1964;s; 2531;-;   44;s;   29;-; 1900;s; 1778;s;  116;s;    6;s;   20;s;    3;s;   14;s;   27;s;   25;s;    0;s; 2478;-; 2264;-;  197;-;   17;-;   24;-;    1;-;   14;-;   14;-;   11;-;    0;-
4408;5147;05;A;   2;220227; 7;s;20; 1689;s; 1992;-;   28;s;   25;-; 1646;s; 1538;s;  105;s;    3;s;   15;s;    2;s;    5;s;   21;s;   17;s;    0;s; 1955;-; 1780;-;  170;-;    5;-;   12;-;    1;-;    9;-;   15;-;   15;-;    0;-
4408;5147;05;A;   2;220227; 7;s;21; 1274;s; 1450;-;   52;s;   41;-; 1216;s; 1143;s;   70;s;    3;s;    6;s;    0;s;   14;s;   38;s;   33;s;    0;s; 1401;-; 1312;-;   87;-;    2;-;    8;-;    3;-;   13;-;   25;-;   19;-;    0;-
4408;5147;05;A;   2;220227; 7;s;22;  794;s; 1044;-;   54;s;   37;-;  737;s;  689;s;   46;s;    2;s;    3;s;    0;s;   11;s;   43;s;   39;s;    0;s;  999;-;  929;-;   69;-;    1;-;    8;-;    1;-;    8;-;   28;-;   24;-;    0;-
4408;5147;05;A;   2;220227; 7;s;23;  604;s;  779;-;  136;s;   64;-;  463;s;  432;s;   31;s;    0;s;    5;s;    0;s;   11;s;  125;s;  116;s;    0;s;  706;-;  636;-;   65;-;    5;-;    9;-;    2;-;   11;-;   51;-;   45;-;    0;-
4408;5147;05;A;   2;220227; 7;s;24;  365;s;  425;-;  120;s;   55;-;  243;s;  216;s;   27;s;    0;s;    2;s;    2;s;   14;s;  104;s;   92;s;    0;s;  365;-;  332;-;   32;-;    1;-;    5;-;    2;-;    8;-;   45;-;   39;-;    0;-
4408;5147;05;A;   2;220228; 1;w;01;  256;s;  273;-;   61;s;   64;-;  195;s;  161;s;   31;s;    3;s;    0;s;    0;s;    9;s;   52;s;   42;s;    0;s;  204;-;  169;-;   34;-;    1;-;    5;-;    0;-;    8;-;   56;-;   49;-;    0;-
4408;5147;05;A;   2;220228; 1;w;02;  189;s;  217;-;   71;s;   81;-;  117;s;   97;s;   20;s;    0;s;    1;s;    0;s;    8;s;   63;s;   54;s;    0;s;  136;-;  112;-;   24;-;    0;-;    0;-;    1;-;   11;-;   69;-;   49;-;    0;-
4408;5147;05;A;   2;220228; 1;w;03;  186;s;  225;-;   74;s;  100;-;  108;s;   87;s;   21;s;    0;s;    4;s;    0;s;   11;s;   63;s;   57;s;    0;s;  122;-;   98;-;   24;-;    0;-;    3;-;    0;-;   12;-;   88;-;   77;-;    0;-
4408;5147;05;A;   2;220228; 1;w;04;  229;s;  321;-;  115;s;  163;-;  112;s;   90;s;   22;s;    0;s;    2;s;    0;s;   18;s;   97;s;   87;s;    0;s;  152;-;  123;-;   29;-;    0;-;    6;-;    0;-;   19;-;  144;-;  128;-;    0;-
4408;5147;05;A;   2;220228; 1;w;05;  565;s;  757;-;  178;s;  285;-;  385;s;  328;s;   57;s;    0;s;    2;s;    2;s;   31;s;  145;s;  124;s;    0;s;  471;-;  404;-;   64;-;    3;-;    1;-;    3;-;   33;-;  249;-;  223;-;    0;-
4408;5147;05;A;   2;220228; 1;w;06; 1373;s; 1729;-;  335;s;  464;-; 1033;s;  875;s;  149;s;    9;s;    5;s;    2;s;   48;s;  285;s;  251;s;    0;s; 1260;-; 1101;-;  149;-;   10;-;    5;-;    3;-;   54;-;  407;-;  360;-;    0;-
4408;5147;05;A;   2;220228; 1;w;07; 2457;s; 2339;-;  467;s;  495;-; 1974;s; 1517;s;  450;s;    7;s;   16;s;    1;s;   82;s;  384;s;  330;s;    0;s; 1832;-; 1465;-;  359;-;    8;-;   12;-;    0;-;   73;-;  422;-;  364;-;    0;-
4408;5147;05;A;   2;220228; 1;w;08; 2812;s; 2555;-;  513;s;  476;-; 2271;s; 1870;s;  397;s;    4;s;   28;s;    1;s;  105;s;  407;s;  340;s;    0;s; 2062;-; 1698;-;  359;-;    5;-;   17;-;    3;-;   83;-;  390;-;  333;-;    0;-
4408;5147;05;A;   2;220228; 1;w;09; 2364;s; 2253;-;  536;s;  505;-; 1802;s; 1493;s;  304;s;    5;s;   26;s;    1;s;  106;s;  429;s;  363;s;    0;s; 1727;-; 1412;-;  310;-;    5;-;   21;-;    8;-;   96;-;  401;-;  339;-;    0;-
4408;5147;05;A;   2;220228; 1;w;10; 2231;s; 2141;-;  477;s;  506;-; 1732;s; 1445;s;  285;s;    2;s;   22;s;    5;s;   79;s;  393;s;  350;s;    0;s; 1605;-; 1331;-;  266;-;    8;-;   30;-;    2;-;   85;-;  419;-;  372;-;    0;-
4408;5147;05;A;   2;220228; 1;w;11; 2322;s; 2089;-;  412;s;  485;-; 1875;s; 1547;s;  324;s;    4;s;   35;s;    3;s;   94;s;  315;s;  276;s;    0;s; 1581;-; 1312;-;  260;-;    9;-;   23;-;    4;-;   88;-;  393;-;  350;-;    0;-
4408;5147;05;A;   2;220228; 1;w;12; 2232;s; 2279;-;  588;s;  487;-; 1628;s; 1392;s;  230;s;    6;s;   16;s;    6;s;   99;s;  483;s;  420;s;    0;s; 1761;-; 1503;-;  252;-;    6;-;   31;-;    1;-;   97;-;  389;-;  347;-;    0;-
4408;5147;05;A;   2;220228; 1;w;13; 2472;s; 2574;-;  596;s;  484;-; 1859;s; 1612;s;  239;s;    8;s;   17;s;    1;s;  117;s;  478;s;  413;s;    0;s; 2056;-; 1756;-;  291;-;    9;-;   34;-;    7;-;   94;-;  383;-;  340;-;    0;-
4408;5147;05;A;   2;220228; 1;w;14; 2523;s; 2588;-;  616;s;  550;-; 1889;s; 1654;s;  228;s;    7;s;   18;s;    1;s;   97;s;  518;s;  459;s;    0;s; 2005;-; 1699;-;  296;-;   10;-;   33;-;    1;-;  106;-;  443;-;  399;-;    0;-
4408;5147;05;A;   2;220228; 1;w;15; 2731;s; 2794;-;  610;s;  484;-; 2103;s; 1838;s;  259;s;    6;s;   18;s;    2;s;   90;s;  518;s;  459;s;    0;s; 2286;-; 1959;-;  310;-;   17;-;   24;-;    3;-;   78;-;  403;-;  339;-;    0;-
4408;5147;05;A;   2;220228; 1;w;16; 3320;s; 3278;-;  583;s;  461;-; 2711;s; 2349;s;  352;s;   10;s;   26;s;    3;s;   73;s;  507;s;  446;s;    0;s; 2774;-; 2330;-;  428;-;   16;-;   43;-;    0;-;   84;-;  377;-;  331;-;    0;-
4408;5147;05;A;   2;220228; 1;w;17; 3499;s; 3667;-;  491;s;  478;-; 2981;s; 2604;s;  372;s;    5;s;   27;s;    0;s;   56;s;  435;s;  381;s;    0;s; 3162;-; 2675;-;  468;-;   19;-;   27;-;    1;-;   64;-;  413;-;  368;-;    0;-
4408;5147;05;A;   2;220228; 1;w;18; 3091;s; 3182;-;  399;s;  386;-; 2676;s; 2389;s;  275;s;   12;s;   16;s;    1;s;   36;s;  362;s;  320;s;    0;s; 2763;-; 2446;-;  304;-;   13;-;   33;-;    0;-;   38;-;  348;-;  306;-;    0;-
4408;5147;05;A;   2;220228; 1;w;19; 2127;s; 2426;-;  343;s;  305;-; 1775;s; 1612;s;  155;s;    8;s;    9;s;    3;s;   28;s;  312;s;  264;s;    0;s; 2106;-; 1899;-;  196;-;   11;-;   15;-;    1;-;   26;-;  278;-;  254;-;    0;-
4408;5147;05;A;   2;220228; 1;w;20; 1503;s; 1811;-;  274;s;  241;-; 1216;s; 1090;s;  121;s;    5;s;   13;s;    2;s;   19;s;  253;s;  206;s;    0;s; 1551;-; 1397;-;  147;-;    7;-;   19;-;    0;-;   21;-;  220;-;  189;-;    0;-
4408;5147;05;A;   2;220228; 1;w;21; 1114;s; 1279;-;  212;s;  189;-;  893;s;  805;s;   87;s;    1;s;    9;s;    2;s;   14;s;  196;s;  150;s;    0;s; 1082;-;  973;-;  105;-;    4;-;    8;-;    0;-;   15;-;  174;-;  152;-;    0;-
4408;5147;05;A;   2;220228; 1;w;22;  899;s;  909;-;  148;s;  117;-;  743;s;  666;s;   75;s;    2;s;    8;s;    0;s;   15;s;  133;s;  109;s;    0;s;  785;-;  697;-;   85;-;    3;-;    7;-;    0;-;   21;-;   96;-;   77;-;    0;-
4408;5147;05;A;   2;220228; 1;w;23;  594;s;  725;-;  125;s;  132;-;  464;s;  413;s;   50;s;    1;s;    5;s;    1;s;    7;s;  117;s;   99;s;    0;s;  588;-;  527;-;   58;-;    3;-;    5;-;    2;-;   17;-;  113;-;   92;-;    0;-
4408;5147;05;A;   2;220228; 1;w;24;  420;s;  465;s;  106;s;  107;s;  311;s;  272;s;   39;s;    0;s;    3;s;    2;s;   11;s;   93;s;   80;s;    0;s;  353;s;  277;s;   73;s;    3;s;    5;s;    2;s;    8;s;   97;s;   76;s;    0;s
4408;5147;05;A;   2;220301; 2;w;01;  264;s;  267;-;   97;s;   79;-;  157;s;  133;s;   23;s;    1;s;   10;s;    2;s;   16;s;   79;s;   68;s;    0;s;  186;-;  154;-;   32;-;    0;-;    2;-;    0;-;   12;-;   67;-;   49;-;    0;-
4408;5147;05;A;   2;220301; 2;w;02;  203;s;  249;-;   87;s;  117;-;  114;s;   88;s;   22;s;    4;s;    2;s;    3;s;   23;s;   61;s;   42;s;    0;s;  129;-;   96;-;   32;-;    1;-;    3;-;    0;-;   12;-;  105;-;   85;-;    0;-
4408;5147;05;A;   2;220301; 2;w;03;  201;s;  303;-;  100;s;  183;-;   98;s;   74;s;   20;s;    4;s;    3;s;    2;s;   26;s;   72;s;   54;s;    0;s;  118;-;   82;-;   33;-;    3;-;    2;-;    1;-;   21;-;  161;-;  128;-;    0;-
4408;5147;05;A;   2;220301; 2;w;04;  257;s;  374;-;  117;s;  237;-;  133;s;  106;s;   23;s;    4;s;    7;s;    3;s;   11;s;  103;s;   96;s;    0;s;  128;-;   80;-;   44;-;    4;-;    9;-;    0;-;   21;-;  216;-;  187;-;    0;-
4408;5147;05;A;   2;220301; 2;w;05;  502;s;  831;-;  197;s;  381;-;  299;s;  242;s;   51;s;    6;s;    6;s;    2;s;   29;s;  166;s;  145;s;    0;s;  449;-;  387;-;   56;-;    6;-;    1;-;    4;-;   40;-;  337;-;  288;-;    0;-
4408;5147;05;A;   2;220301; 2;w;06; 1341;s; 1863;-;  342;s;  579;-;  993;s;  847;s;  143;s;    3;s;    6;s;    2;s;   50;s;  290;s;  255;s;    0;s; 1273;-; 1114;-;  146;-;   13;-;   11;-;    6;-;   58;-;  515;-;  445;-;    0;-
4408;5147;05;A;   2;220301; 2;w;07; 2594;s; 2602;-;  444;s;  594;-; 2131;s; 1709;s;  418;s;    4;s;   19;s;    1;s;   77;s;  366;s;  318;s;    0;s; 1997;-; 1647;-;  341;-;    9;-;   11;-;    1;-;   93;-;  500;-;  432;-;    0;-
4408;5147;05;A;   2;220301; 2;w;08; 3088;s; 3193;-;  491;s;  596;-; 2573;s; 2176;s;  394;s;    3;s;   24;s;    2;s;  102;s;  387;s;  328;s;    0;s; 2577;-; 2214;-;  355;-;    8;-;   20;-;    4;-;   82;-;  510;-;  419;-;    0;-
4408;5147;05;A;   2;220301; 2;w;09; 2753;s; 2873;-;  494;s;  677;-; 2230;s; 1884;s;  342;s;    4;s;   29;s;    2;s;   95;s;  397;s;  344;s;    0;s; 2174;-; 1830;-;  333;-;   11;-;   22;-;    3;-;   93;-;  581;-;  499;-;    0;-
4408;5147;05;A;   2;220301; 2;w;10; 2244;s; 2178;-;  522;s;  614;-; 1703;s; 1454;s;  245;s;    4;s;   19;s;    0;s;   95;s;  427;s;  371;s;    0;s; 1534;-; 1275;-;  250;-;    9;-;   30;-;    3;-;   90;-;  521;-;  467;-;    0;-
4408;5147;05;A;   2;220301; 2;w;11; 1978;s; 1916;-;  539;s;  567;-; 1413;s; 1187;s;  223;s;    3;s;   26;s;    3;s;   95;s;  441;s;  382;s;    0;s; 1334;-; 1132;-;  192;-;   10;-;   15;-;    3;-;   83;-;  481;-;  424;-;    0;-
4408;5147;05;A;   2;220301; 2;w;12; 2015;s; 2078;-;  523;s;  630;-; 1466;s; 1241;s;  219;s;    6;s;   26;s;    1;s;  103;s;  419;s;  363;s;    0;s; 1427;-; 1187;-;  226;-;   14;-;   21;-;    2;-;   93;-;  535;-;  473;-;    0;-
4408;5147;05;A;   2;220301; 2;w;13; 2003;s; 2255;-;  580;s;  597;-; 1399;s; 1188;s;  208;s;    3;s;   24;s;    3;s;  106;s;  471;s;  403;s;    0;s; 1623;-; 1373;-;  242;-;    8;-;   35;-;    7;-;   92;-;  498;-;  426;-;    0;-
4408;5147;05;A;   2;220301; 2;w;14; 2314;s; 2276;-;  612;s;  588;-; 1676;s; 1439;s;  232;s;    5;s;   26;s;    3;s;  103;s;  506;s;  444;s;    0;s; 1655;-; 1391;-;  260;-;    4;-;   33;-;    4;-;   92;-;  492;-;  424;-;    0;-
4408;5147;05;A;   2;220301; 2;w;15; 2752;s; 2658;-;  607;s;  511;-; 2115;s; 1824;s;  284;s;    7;s;   30;s;    1;s;  107;s;  499;s;  441;s;    0;s; 2116;-; 1799;-;  305;-;   12;-;   31;-;    0;-;   76;-;  435;-;  385;-;    0;-
4408;5147;05;A;   2;220301; 2;w;16; 3287;s; 3266;-;  573;s;  531;-; 2672;s; 2274;s;  392;s;    6;s;   42;s;    3;s;   81;s;  489;s;  433;s;    0;s; 2701;-; 2245;-;  443;-;   13;-;   34;-;    1;-;   75;-;  455;-;  400;-;    0;-
4408;5147;05;A;   2;220301; 2;w;17; 3386;s; 3498;-;  498;s;  490;-; 2855;s; 2473;s;  375;s;    7;s;   33;s;    5;s;   70;s;  423;s;  376;s;    0;s; 2982;-; 2545;-;  422;-;   15;-;   26;-;    0;-;   58;-;  432;-;  363;-;    0;-
4408;5147;05;A;   2;220301; 2;w;18; 3002;s; 3104;-;  441;s;  399;-; 2539;s; 2262;s;  273;s;    4;s;   22;s;    3;s;   57;s;  381;s;  337;s;    0;s; 2681;-; 2377;-;  289;-;   15;-;   24;-;    0;-;   41;-;  358;-;  310;-;    0;-
4408;5147;05;A;   2;220301; 2;w;19; 2311;s; 2136;-;  383;s;  253;-; 1907;s; 1715;s;  187;s;    5;s;   21;s;    4;s;   41;s;  338;s;  297;s;    0;s; 1864;-; 1672;-;  183;-;    9;-;   19;-;    2;-;   23;-;  228;-;  203;-;    0;-
4408;5147;05;A;   2;220301; 2;w;20; 1375;s; 1676;-;  311;s;  264;-; 1050;s;  915;s;  133;s;    2;s;   14;s;    3;s;   17;s;  291;s;  250;s;    0;s; 1400;-; 1242;-;  151;-;    7;-;   12;-;    1;-;   25;-;  238;-;  213;-;    0;-
4408;5147;05;A;   2;220301; 2;w;21;  991;s; 1239;-;  217;s;  233;-;  765;s;  656;s;  105;s;    4;s;    9;s;    0;s;  113;s;  104;s;   82;s;    0;s;  998;-;  880;-;  111;-;    7;-;    8;-;    2;-;   16;-;  215;-;  191;-;    0;-
4408;5147;05;A;   2;220301; 2;w;22;  769;s;  872;-;  166;s;  157;-;  593;s;  499;s;   88;s;    6;s;   10;s;    2;s;   25;s;  139;s;  116;s;    0;s;  710;-;  631;-;   78;-;    1;-;    5;-;    0;-;   12;-;  145;-;  122;-;    0;-
4408;5147;05;A;   2;220301; 2;w;23;  636;s;  708;-;  140;s;  148;-;  490;s;  442;s;   45;s;    3;s;    6;s;    2;s;   31;s;  107;s;   77;s;    0;s;  549;-;  487;-;   61;-;    1;-;   11;-;    1;-;   24;-;  123;-;  102;-;    0;-
4408;5147;05;A;   2;220301; 2;w;24;  311;s;  371;-;   97;s;  103;-;  210;s;  169;s;   26;s;   15;s;    4;s;    2;s;   15;s;   80;s;   56;s;    0;s;  265;-;  223;-;   40;-;    2;-;    3;-;    1;-;   12;-;   90;-;   79;-;    0;-
4408;5147;05;A;   2;220302; 3;w;01;  248;s;  268;-;   88;s;  107;-;  144;s;  107;s;   22;s;   15;s;   16;s;    3;s;   25;s;   60;s;   42;s;    0;s;  157;-;  120;-;   32;-;    5;-;    4;-;    3;-;    9;-;   95;-;   74;-;    0;-
4408;5147;05;A;   2;220302; 3;w;02;  182;s;  266;-;   81;s;  123;-;  100;s;   59;s;   39;s;    2;s;    1;s;    2;s;   14;s;   65;s;   55;s;    0;s;  141;-;   97;-;   43;-;    1;-;    2;-;    0;-;   12;-;  111;-;   89;-;    0;-
4408;5147;05;A;   2;220302; 3;w;03;  206;s;  277;-;   97;s;  150;-;   94;s;   75;s;   18;s;    1;s;   15;s;    1;s;   16;s;   80;s;   69;s;    0;s;  123;-;   72;-;   49;-;    2;-;    4;-;    0;-;   16;-;  134;-;  108;-;    0;-
4408;5147;05;A;   2;220302; 3;w;04;  259;s;  341;-;  143;s;  196;-;  112;s;   76;s;   22;s;   14;s;    4;s;    2;s;   22;s;  119;s;  100;s;    0;s;  141;-;   97;-;   42;-;    2;-;    4;-;    0;-;   19;-;  177;-;  144;-;    0;-
4408;5147;05;A;   2;220302; 3;w;05;  552;s;  827;-;  259;s;  383;-;  282;s;  217;s;   55;s;   10;s;   11;s;    1;s;   39;s;  219;s;  197;s;    0;s;  441;-;  361;-;   76;-;    4;-;    3;-;    5;-;   39;-;  339;-;  295;-;    0;-
4408;5147;05;A;   2;220302; 3;w;06; 1396;s; 1804;-;  369;s;  587;-; 1017;s;  868;s;  146;s;    3;s;   10;s;    2;s;   41;s;  326;s;  288;s;    0;s; 1205;-; 1063;-;  137;-;    5;-;   12;-;    3;-;   53;-;  531;-;  457;-;    0;-
4408;5147;05;A;   2;220302; 3;w;07; 2533;s; 2520;-;  458;s;  655;-; 2055;s; 1627;s;  424;s;    4;s;   20;s;    1;s;   74;s;  383;s;  333;s;    0;s; 1851;-; 1497;-;  347;-;    7;-;   14;-;    5;-;   88;-;  562;-;  488;-;    0;-
4408;5147;05;A;   2;220302; 3;w;08; 3149;s; 3225;-;  482;s;  631;-; 2641;s; 2204;s;  436;s;    1;s;   26;s;    1;s;   92;s;  389;s;  332;s;    0;s; 2569;-; 2215;-;  348;-;    6;-;   25;-;    3;-;   96;-;  532;-;  440;-;    0;-
4408;5147;05;A;   2;220302; 3;w;09; 2873;s; 3083;-;  552;s;  688;-; 2291;s; 1936;s;  352;s;    3;s;   30;s;    1;s;   94;s;  457;s;  391;s;    0;s; 2373;-; 1938;-;  425;-;   10;-;   22;-;    3;-;  102;-;  583;-;  517;-;    0;-
4408;5147;05;A;   2;220302; 3;w;10; 2221;s; 2233;-;  550;s;  639;-; 1651;s; 1421;s;  227;s;    3;s;   20;s;    4;s;  102;s;  444;s;  386;s;    0;s; 1567;-; 1311;-;  242;-;   14;-;   27;-;    4;-;   77;-;  558;-;  486;-;    0;-
4408;5147;05;A;   2;220302; 3;w;11; 1996;s; 1835;-;  584;s;  547;-; 1391;s; 1187;s;  198;s;    6;s;   21;s;    6;s;  116;s;  462;s;  408;s;    0;s; 1269;-; 1043;-;  217;-;    9;-;   19;-;    4;-;   73;-;  470;-;  410;-;    0;-
4408;5147;05;A;   2;220302; 3;w;12; 1925;s; 1985;-;  626;s;  541;-; 1280;s; 1079;s;  193;s;    8;s;   19;s;    3;s;  105;s;  518;s;  456;s;    0;s; 1421;-; 1190;-;  221;-;   10;-;   23;-;    1;-;   94;-;  446;-;  389;-;    0;-
4408;5147;05;A;   2;220302; 3;w;13; 2056;s; 2368;-;  591;s;  615;-; 1442;s; 1236;s;  204;s;    2;s;   23;s;    3;s;   99;s;  489;s;  426;s;    0;s; 1732;-; 1450;-;  271;-;   11;-;   21;-;    5;-;   97;-;  513;-;  445;-;    0;-
4408;5147;05;A;   2;220302; 3;w;14; 2303;s; 2385;-;  667;s;  582;-; 1611;s; 1381;s;  225;s;    5;s;   25;s;    5;s;  112;s;  550;s;  486;s;    0;s; 1784;-; 1486;-;  284;-;   14;-;   19;-;    2;-;   97;-;  483;-;  427;-;    0;-
4408;5147;05;A;   2;220302; 3;w;15; 2774;s; 2730;-;  684;s;  556;-; 2057;s; 1784;s;  268;s;    5;s;   33;s;    3;s;  108;s;  573;s;  496;s;    0;s; 2140;-; 1800;-;  319;-;   21;-;   34;-;    1;-;   82;-;  473;-;  404;-;    0;-
4408;5147;05;A;   2;220302; 3;w;16; 3164;s; 3289;-;  639;s;  519;-; 2491;s; 2131;s;  355;s;    5;s;   34;s;    5;s;   98;s;  536;s;  465;s;    0;s; 2728;-; 2290;-;  423;-;   15;-;   42;-;    2;-;   66;-;  451;-;  392;-;    0;-
4408;5147;05;A;   2;220302; 3;w;17; 3337;s; 3585;-;  547;s;  448;-; 2759;s; 2419;s;  333;s;    7;s;   31;s;    2;s;   78;s;  467;s;  405;s;    0;s; 3106;-; 2643;-;  443;-;   20;-;   31;-;    3;-;   56;-;  389;-;  342;-;    0;-
4408;5147;05;A;   2;220302; 3;w;18; 2923;s; 3567;-;  474;s;  455;-; 2423;s; 2131;s;  285;s;    7;s;   26;s;    2;s;   55;s;  417;s;  361;s;    0;s; 3083;-; 2724;-;  343;-;   16;-;   29;-;    2;-;   51;-;  402;-;  356;-;    0;-
4408;5147;05;A;   2;220302; 3;w;19; 2391;s; 2563;-;  395;s;  377;-; 1969;s; 1756;s;  206;s;    7;s;   27;s;    1;s;   41;s;  353;s;  300;s;    0;s; 2168;-; 1962;-;  192;-;   14;-;   18;-;    2;-;   46;-;  329;-;  291;-;    0;-
4408;5147;05;A;   2;220302; 3;w;20; 1576;s; 1517;-;  268;s;  242;-; 1290;s; 1106;s;  137;s;   47;s;   18;s;    2;s;   56;s;  210;s;  147;s;    0;s; 1262;-; 1130;-;  121;-;   11;-;   13;-;    0;-;   24;-;  218;-;  201;-;    0;-
4408;5147;05;A;   2;220302; 3;w;21; 1079;s; 1135;-;  184;s;  176;-;  876;s;  689;s;  136;s;   51;s;   19;s;    3;s;   71;s;  110;s;   80;s;    0;s;  947;-;  830;-;  111;-;    6;-;   12;-;    2;-;   10;-;  164;-;  144;-;    0;-
4408;5147;05;A;   2;220302; 3;w;22;  820;s;  847;-;  130;s;  106;-;  658;s;  513;s;  118;s;   27;s;   32;s;    1;s;   36;s;   93;s;   67;s;    0;s;  736;-;  673;-;   62;-;    1;-;    5;-;    0;-;   17;-;   89;-;   74;-;    0;-
4408;5147;05;A;   2;220302; 3;w;23;  611;s;  656;-;  108;s;  110;-;  498;s;  330;s;  134;s;   34;s;    5;s;    0;s;    4;s;  104;s;   81;s;    0;s;  538;-;  488;-;   47;-;    3;-;    8;-;    2;-;   13;-;   95;-;   78;-;    0;-
4408;5147;05;A;   2;220302; 3;w;24;  352;s;  433;-;  106;s;   84;-;  242;s;  181;s;   27;s;   34;s;    4;s;    2;s;   15;s;   89;s;   76;s;    0;s;  345;-;  301;-;   44;-;    0;-;    4;-;    0;-;    8;-;   76;-;   53;-;    0;-
4408;5147;05;A;   2;220303; 4;w;01;  262;s;  303;-;   98;s;   93;-;  161;s;  140;s;   20;s;    1;s;    3;s;    4;s;   14;s;   80;s;   66;s;    0;s;  207;-;  161;-;   44;-;    2;-;    3;-;    0;-;    7;-;   86;-;   69;-;    0;-
4408;5147;05;A;   2;220303; 4;w;02;  189;s;  198;-;   84;s;   83;-;  102;s;   87;s;   14;s;    1;s;    3;s;    2;s;   21;s;   61;s;   44;s;    0;s;  111;-;   81;-;   30;-;    0;-;    4;-;    0;-;    8;-;   75;-;   59;-;    0;-
4408;5147;05;A;   2;220303; 4;w;03;  185;s;  241;-;  105;s;  141;-;   77;s;   52;s;   12;s;   13;s;    3;s;    3;s;   27;s;   75;s;   54;s;    0;s;   96;-;   64;-;   32;-;    0;-;    4;-;    1;-;   16;-;  124;-;  105;-;    0;-
4408;5147;05;A;   2;220303; 4;w;04;  296;s;  381;-;  137;s;  210;-;  154;s;  123;s;   28;s;    3;s;    5;s;    3;s;   35;s;   99;s;   72;s;    0;s;  167;-;  109;-;   54;-;    4;-;    4;-;    1;-;   19;-;  190;-;  156;-;    0;-
